ticker,name,close,change,change_abs,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.All,volume,market_cap_basic,sector,industry
OTC:JDVB,JDVB,27.5000,1.78%,0.4800,1.78%,3.38%,4.56%,8.31%,12.24%,22.22%,12.04%,86.15%,600,"$94,299,150",Finance,Regional Banks
NASDAQ:HSPT,HSPT,10.3800,0.10%,0.0100,0.29%,0.48%,1.27%,2.47%,2.98%,2.98%,2.98%,2.98%,300,"$94,250,400",Finance,Financial Conglomerates
NASDAQ:OFSSH,OFSSH,23.5500,-0.63%,-0.1500,-0.74%,-0.55%,1.07%,6.42%,5.27%,4.95%,-6.68%,-6.68%,200,"$94,188,491",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:OFSSO,OFSSO,25.4000,-0.04%,-0.0100,0.39%,0.28%,0.79%,1.60%,1.60%,1.60%,1.60%,1.60%,"9,300","$94,188,491",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:CNTB,CNTB,1.6850,4.01%,0.0650,-7.42%,3.37%,-28.30%,118.83%,28.63%,38.11%,-91.38%,-91.38%,"27,136","$93,891,064",Health Technology,Pharmaceuticals: Major
OTC:FCOB,FCOB,18.9100,0.59%,0.1100,5.06%,9.18%,14.61%,35.07%,26.91%,29.97%,202.56%,434.19%,"4,035","$93,831,170",Finance,Regional Banks
NASDAQ:ATYR,ATYR,0.9571,-1.61%,-0.0157,-3.32%,-3.20%,-83.12%,-72.01%,-74.06%,-70.64%,-71.30%,-99.96%,"1,450,114","$93,783,007",Health Technology,Pharmaceuticals: Major
NASDAQ:VHC,VHC,21.9553,3.27%,0.6953,0.90%,25.48%,10.47%,147.80%,184.76%,239.34%,-99.08%,-99.92%,"20,069","$93,772,886",Technology Services,Packaged Software
NASDAQ:PBHC,PBHC,15.1800,3.62%,0.5300,0.73%,-3.92%,0.86%,-0.46%,-11.02%,-12.25%,49.54%,334.86%,"5,306","$93,636,185",Finance,Regional Banks
NASDAQ:NSPR,NSPR,2.2415,-0.38%,-0.0085,-4.62%,-6.60%,-8.88%,-13.79%,-13.79%,-11.75%,-61.66%,-100.00%,"4,065","$93,516,862",Health Technology,Medical Specialties
NASDAQ:INVE,INVE,3.9400,-1.75%,-0.0700,10.06%,7.95%,5.91%,21.60%,7.36%,6.49%,-37.85%,-98.03%,"8,069","$93,464,002",Electronic Technology,Semiconductors
OTC:PFBX,PFBX,20.2400,0.05%,0.0100,0.05%,-0.53%,2.12%,-0.78%,7.37%,15.66%,97.46%,-32.53%,400,"$93,457,515",Finance,Regional Banks
OTC:OFED,OFED,15.9983,-0.01%,-0.0017,-0.01%,14.27%,28.17%,31.13%,25.87%,23.06%,-33.89%,45.04%,"1,259","$93,404,643",Finance,Savings Banks
OTC:POROF,POROF,0.3516,7.52%,0.0246,3.69%,0.83%,4.02%,51.55%,41.77%,61.28%,279.70%,151.14%,"74,500","$93,376,193",Non-Energy Minerals,Other Metals/Minerals
NASDAQ:IFRX,IFRX,1.3900,13.93%,0.1700,15.83%,7.75%,61.63%,6.92%,-44.84%,-8.55%,-70.43%,-90.85%,"454,397","$93,315,248",Health Technology,Biotechnology
NASDAQ:DTSQ,DTSQ,10.4811,-1.02%,-0.1080,0.01%,-0.08%,0.78%,1.96%,3.98%,4.71%,5.02%,5.02%,300,"$93,291,230",Finance,Financial Conglomerates
NASDAQ:PRPL,PRPL,0.8600,1.67%,0.0141,3.61%,-14.85%,0.00%,28.36%,8.86%,-6.79%,-97.15%,-91.18%,"77,900","$93,231,690",Consumer Durables,Home Furnishings
NASDAQ:CFSB,CFSB,14.2250,0.04%,0.0050,0.71%,0.74%,3.08%,75.62%,110.27%,111.37%,42.25%,42.25%,"42,224","$93,153,486",Finance,Savings Banks
OTC:HNRDF,HNRDF,0.6800,13.33%,0.0800,13.33%,13.33%,13.33%,28.30%,28.30%,33.33%,36.00%,-71.67%,"7,000","$92,951,495",Finance,Investment Managers
OTC:OGNNF,OGNNF,1.5655,-2.28%,-0.0365,-2.16%,-11.55%,25.24%,34.96%,34.96%,34.96%,34.96%,34.96%,"25,620","$92,927,975",Consumer Durables,Other Consumer Specialties
NASDAQ:NNBR,NNBR,1.8450,3.07%,0.0550,1.37%,-14.98%,-13.38%,-3.40%,-43.75%,-54.33%,-70.39%,-74.05%,"21,006","$92,800,752",Producer Manufacturing,Metal Fabrication
OTC:HARL,HARL,24.5000,-1.21%,-0.3000,0.06%,0.00%,3.91%,10.96%,10.11%,10.86%,15.57%,1324.40%,"1,114","$92,609,999",Finance,Savings Banks
OTC:MSCLF,MSCLF,0.5245,0.01%,0.0000,-7.97%,6.33%,25.91%,9.84%,-11.95%,-9.56%,-32.75%,-93.24%,"11,115","$92,480,977",Health Technology,Pharmaceuticals: Major
OTC:AWCA,AWCA,0.2400,0.00%,0.0000,140.00%,17.07%,-33.33%,85.90%,-19.60%,-52.00%,2566.67%,-99.68%,"5,100","$92,443,533",Finance,Financial Conglomerates
OTC:PPLL,PPLL,53.6000,0.54%,0.2900,2.10%,2.10%,6.67%,41.05%,50.99%,73.17%,102.02%,631.89%,500,"$92,403,508",Finance,Regional Banks
OTC:BIOYF,BIOYF,8.0500,0.63%,0.0500,0.63%,-5.29%,-4.05%,6.34%,4.43%,0.50%,51.03%,1418.87%,103,"$92,377,354",Health Technology,Pharmaceuticals: Major
OTC:GPACF,GPACF,0.0289,-3.71%,-0.0011,-3.71%,50.45%,50.45%,116.21%,-3.71%,-0.74%,-83.95%,188.86%,"10,000","$92,374,404",Non-Energy Minerals,Precious Metals
OTC:JFBC,JFBC,21.7800,-2.11%,-0.4700,-1.22%,1.35%,7.56%,11.75%,11.69%,14.63%,30.89%,292.05%,"1,780","$92,238,301",Finance,Regional Banks
NASDAQ:IZEA,IZEA,5.4200,3.44%,0.1800,3.24%,42.63%,32.20%,207.95%,101.49%,92.88%,65.24%,-99.90%,"60,829","$92,186,474",Commercial Services,Advertising/Marketing Services
OTC:LKYRF,LKYRF,0.3250,12.07%,0.0350,-21.87%,-13.10%,334.49%,382.91%,382.91%,382.91%,382.91%,382.91%,"497,764","$92,137,164",Non-Energy Minerals,Precious Metals
NASDAQ:LSE,LSE,5.4100,-3.51%,-0.1968,-6.04%,2.08%,-5.25%,5.05%,9.96%,27.29%,27.29%,27.29%,"1,715","$92,105,250",Industrial Services,Oilfield Services/Equipment
OTC:RRTS,RRTS,2.4000,0.00%,0.0000,2.08%,14.83%,-9.77%,-37.90%,-23.57%,92.00%,8.11%,-99.30%,781,"$91,900,797",Transportation,Trucking
NASDAQ:PRLD,PRLD,1.6200,8.00%,0.1200,24.62%,55.77%,77.63%,93.83%,26.56%,-2.99%,-94.57%,-93.58%,"123,902","$91,682,810",Health Technology,Biotechnology
OTC:ELVUF,ELVUF,0.2377,-15.35%,-0.0431,-17.34%,-11.96%,32.06%,69.79%,25.11%,4.21%,494.25%,-98.75%,500,"$91,660,880",Non-Energy Minerals,Other Metals/Minerals
NASDAQ:PDEX,PDEX,27.9001,-0.61%,-0.1699,5.36%,-17.67%,-44.65%,-58.08%,-39.43%,2.65%,-20.29%,73.02%,"22,089","$91,512,439",Health Technology,Medical Specialties
OTC:STRRF,STRRF,0.4345,-7.56%,-0.0355,-10.49%,48.54%,101.10%,109.49%,306.82%,208.04%,334.49%,106.90%,"13,500","$91,492,679",Non-Energy Minerals,Precious Metals
NASDAQ:ADVM,ADVM,4.3350,3.71%,0.1550,-5.14%,3.46%,61.15%,47.95%,-8.74%,-46.94%,-96.51%,-98.27%,"10,631,624","$90,966,327",Health Technology,Pharmaceuticals: Major
OTC:WFSTF,WFSTF,8.6093,-0.12%,-0.0107,0.58%,-8.90%,-4.97%,6.29%,-10.32%,-20.72%,-61.20%,-54.45%,100,"$90,898,565",Non-Energy Minerals,Forest Products
OTC:NPPTF,NPPTF,0.7150,-0.37%,-0.0026,3.62%,-16.97%,-29.91%,-32.55%,-0.70%,169.29%,1031.27%,79.37%,"12,217","$90,865,049",Commercial Services,Miscellaneous Commercial Services
OTC:CRTAF,CRTAF,12.8000,0.39%,0.0500,2.89%,2.07%,3.64%,8.94%,8.29%,11.01%,29.29%,29.29%,"3,000","$90,855,633",Finance,Financial Conglomerates
NASDAQ:PFX,PFX,45.3151,0.70%,0.3151,-0.30%,-5.00%,-8.45%,-10.35%,-9.51%,-7.73%,-21.27%,-93.09%,"1,744","$90,805,530",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:PFXNZ,PFXNZ,23.6417,0.35%,0.0817,0.22%,-0.58%,1.25%,2.88%,3.69%,4.98%,-5.55%,-5.55%,"3,849","$90,805,530",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:ESLA,ESLA,2.4450,4.94%,0.1150,60.86%,103.75%,157.40%,149.49%,102.07%,172.58%,-75.18%,-75.18%,"523,285","$90,625,364",Health Technology,Biotechnology
OTC:BYLB,BYLB,96.1000,-0.41%,-0.4000,-1.03%,1.16%,6.48%,13.06%,15.09%,20.12%,47.85%,55.00%,"1,423","$90,622,300",Finance,Major Banks
OTC:HMFAF,HMFAF,7.9900,5.83%,0.4400,10.97%,15.87%,13.03%,35.77%,21.61%,15.78%,775.42%,775.42%,"3,600","$90,561,055",Producer Manufacturing,Electrical Products
OTC:BREUF,BREUF,9.5460,3.54%,0.3260,-9.11%,-13.22%,-14.69%,-6.96%,-7.37%,-12.14%,-9.92%,-31.94%,525,"$90,532,836",Miscellaneous,Investment Trusts/Mutual Funds
OTC:PBCO,PBCO,17.0000,0.00%,0.0000,2.66%,-1.45%,18.95%,23.55%,20.57%,22.04%,73.22%,290.53%,"1,357","$90,271,223",Finance,Regional Banks
NASDAQ:SKBL,SKBL,2.9824,1.44%,0.0424,-0.59%,3.56%,259.33%,-75.39%,-32.22%,-32.22%,-32.22%,-32.22%,"172,728","$90,143,040",Industrial Services,Engineering & Construction
OTC:KTHN,KTHN,26.5000,0.76%,0.2000,-1.85%,0.00%,6.00%,14.22%,7.07%,12.77%,46.81%,341.67%,115,"$90,126,500",Finance,Regional Banks
NASDAQ:GECC,GECC,7.7900,2.50%,0.1900,7.75%,-31.55%,-29.05%,-23.25%,-29.05%,-22.64%,-56.42%,-88.14%,"112,474","$90,117,659",Miscellaneous,Investment Trusts/Mutual Funds
OTC:URLOF,URLOF,1.0250,-0.49%,-0.0050,-3.67%,-11.64%,7.89%,55.00%,171.16%,253.45%,495.93%,51.85%,"4,400","$90,115,586",Technology Services,Data Processing Services
NASDAQ:UNCY,UNCY,5.1000,4.94%,0.2400,3.24%,28.14%,4.94%,-19.94%,-36.33%,25.96%,-94.04%,-94.04%,"277,016","$90,074,659",Health Technology,Biotechnology
OTC:BURCA,BURCA,24.5000,1.24%,0.3000,0.82%,-1.01%,-1.88%,27.60%,76.01%,75.00%,97.98%,71.93%,400,"$90,044,411",Producer Manufacturing,Industrial Machinery
NASDAQ:LCCC,LCCC,10.1100,-0.20%,-0.0200,0.00%,0.29%,0.78%,1.10%,1.10%,1.10%,1.10%,1.10%,318,"$90,029,550",Finance,Financial Conglomerates
OTC:WBBW,WBBW,34.0000,0.00%,0.0000,0.00%,0.00%,-0.73%,3.03%,9.68%,11.48%,69.83%,150.18%,100,"$89,893,280",Finance,Regional Banks
AMEX:CTM,CTM,0.9660,2.99%,0.0280,-1.43%,-19.50%,-24.53%,-6.21%,-51.70%,478.44%,-45.08%,-100.00%,"1,629,531","$89,838,569",Process Industries,Chemicals: Major Diversified
OTC:HOGPF,HOGPF,0.2900,-12.12%,-0.0400,-3.33%,-46.30%,-67.05%,-47.27%,-47.27%,-47.27%,-47.27%,-47.27%,"54,249","$89,814,262",Technology Services,Packaged Software
NYSE:AMWL,AMWL,5.5600,0.91%,0.0500,-0.89%,-11.61%,-36.02%,-28.72%,-23.31%,-44.29%,-99.13%,-98.91%,"32,843","$89,805,629",Technology Services,Packaged Software
OTC:ELRNF,ELRNF,1.6700,1.03%,0.0170,-1.18%,-20.48%,-4.57%,54.63%,32.40%,135.21%,-52.35%,-72.92%,300,"$89,737,358",Finance,Investment Managers
OTC:QTRHF,QTRHF,0.7673,2.77%,0.0206,-0.94%,-5.59%,-19.23%,-23.12%,-32.16%,-37.61%,-60.95%,-90.79%,"45,500","$89,673,497",Commercial Services,Miscellaneous Commercial Services
OTC:BEOB,BEOB,102.0000,0.99%,1.0000,0.00%,-2.58%,13.65%,21.67%,30.79%,37.37%,240.00%,482.86%,100,"$89,556,002",Finance,Regional Banks
NYSE:LFT/PA,LFT/PA,20.6700,0.83%,0.1700,1.92%,-5.27%,-3.77%,-3.64%,-11.48%,-8.94%,-17.85%,-17.85%,227,"$89,503,190",Finance,Real Estate Investment Trusts
NASDAQ:FTEK,FTEK,2.8800,0.35%,0.0100,-7.40%,-17.48%,1.41%,203.16%,174.29%,182.35%,249.01%,-62.84%,"69,138","$89,494,378",Process Industries,Chemicals: Major Diversified
OTC:OXBC,OXBC,39.0000,0.00%,0.0000,,8.79%,16.42%,15.52%,15.38%,18.90%,100.00%,194.34%,300,"$89,273,028",Finance,Regional Banks
NASDAQ:CCHH,CCHH,4.6300,2.89%,0.1300,0.65%,-12.97%,-12.97%,-12.97%,-12.97%,-12.97%,-12.97%,-12.97%,"776,599","$89,127,500",Consumer Services,Restaurants
NASDAQ:IMA,IMA,7.9700,7.85%,0.5800,4.46%,-0.38%,-95.99%,-95.39%,-96.58%,-96.72%,-99.75%,-99.75%,"168,412","$89,117,954",Health Technology,Biotechnology
OTC:PONGF,PONGF,0.1600,-15.79%,-0.0300,-20.00%,6.67%,0.00%,1.91%,88.24%,28.00%,-71.53%,-63.92%,"12,000","$88,932,727",Technology Services,Packaged Software
NYSE:GWH,GWH,4.6801,-3.30%,-0.1599,-3.90%,181.93%,111.77%,107.08%,-21.47%,-37.60%,-96.85%,-96.85%,"915,838","$88,909,628",Producer Manufacturing,Electrical Products
OTC:AILTF,AILTF,1.6500,1.23%,0.0200,1.23%,1.23%,16.20%,16.20%,16.20%,16.20%,16.20%,16.20%,100,"$88,856,589",Producer Manufacturing,Metal Fabrication
NYSE:SRL,SRL,5.9900,2.39%,0.1400,4.90%,1.87%,-0.66%,-21.49%,-33.89%,-25.96%,81.27%,1856.00%,"3,045","$88,785,284",Non-Energy Minerals,Steel
OTC:STLE,STLE,26.0500,-0.19%,-0.0500,-1.51%,0.97%,0.19%,13.26%,4.20%,9.11%,-8.63%,142.33%,"1,200","$88,701,838",Finance,Regional Banks
NASDAQ:DTI,DTI,2.4850,1.84%,0.0450,10.44%,28.09%,8.99%,30.10%,-25.38%,-25.82%,-74.77%,-74.77%,"71,004","$88,618,324",Finance,Finance/Rental/Leasing
NASDAQ:WSBK,WSBK,9.5100,-1.25%,-0.1200,-1.65%,-0.94%,0.32%,-5.84%,-5.84%,-5.84%,-5.84%,-5.84%,"3,079","$88,399,025",Finance,Regional Banks
NASDAQ:SLNG,SLNG,4.7500,-0.42%,-0.0200,-2.66%,15.15%,-1.65%,-17.39%,-11.55%,0.04%,121.96%,-95.25%,615,"$88,332,425",Energy Minerals,Oil & Gas Production
NASDAQ:INTG,INTG,41.0000,-2.84%,-1.2000,43.16%,122.10%,271.38%,208.73%,191.40%,196.03%,30.12%,4931.74%,"6,085","$88,330,611",Consumer Services,Hotels/Resorts/Cruise lines
NASDAQ:BMHL,BMHL,3.1500,-4.54%,-0.1499,-0.32%,-14.15%,-25.71%,-25.00%,-25.00%,-25.00%,-25.00%,-25.00%,"1,367","$88,294,493",Finance,Investment Banks/Brokers
OTC:MPCB,MPCB,14.0700,-0.07%,-0.0100,0.50%,7.32%,7.00%,17.25%,23.42%,30.28%,108.44%,56.33%,"4,000","$88,292,564",Finance,Regional Banks
NASDAQ:SAIH,SAIH,8.2400,0.24%,0.0200,-7.93%,-14.61%,-28.53%,48.20%,-29.57%,-37.94%,-94.35%,-94.35%,"1,920","$88,038,000",Technology Services,Data Processing Services
OTC:VACBF,VACBF,0.2695,41.92%,0.0796,-1.10%,34.75%,56.69%,-1.96%,24.19%,-48.08%,-88.23%,-88.23%,500,"$88,004,262",Health Technology,Pharmaceuticals: Major
OTC:BKSC,BKSC,15.8550,-0.28%,-0.0450,1.17%,1.63%,6.55%,18.41%,20.20%,29.01%,-4.03%,272.25%,"2,261","$87,954,645",Finance,Regional Banks
NASDAQ:GECCO,GECCO,25.0500,0.00%,0.0000,-0.18%,0.60%,0.20%,0.00%,1.05%,1.83%,0.80%,0.80%,122,"$87,919,668",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:GECCI,GECCI,25.3001,0.08%,0.0201,-0.74%,-0.63%,-0.55%,1.20%,0.60%,0.20%,2.10%,2.10%,"2,106","$87,919,668",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:GECCH,GECCH,25.3775,1.21%,0.3025,-0.09%,0.36%,0.11%,3.12%,2.43%,1.15%,2.12%,2.12%,214,"$87,919,668",Miscellaneous,Investment Trusts/Mutual Funds
NASDAQ:GECCG,GECCG,25.1000,0.60%,0.1500,0.48%,0.20%,0.56%,0.56%,0.56%,0.56%,0.56%,0.56%,"4,072","$87,919,668",Miscellaneous,Investment Trusts/Mutual Funds
OTC:AGMRF,AGMRF,1.9700,-1.50%,-0.0300,-10.86%,-12.44%,71.30%,291.25%,310.42%,129.28%,-47.47%,-47.47%,"92,806","$87,873,718",Non-Energy Minerals,Other Metals/Minerals
OTC:REDW,REDW,200.0000,33.33%,50.0000,33.33%,33.33%,33.33%,33.33%,0.00%,33.33%,40.35%,2185.71%,1,"$87,800,002",Finance,Savings Banks
NASDAQ:STRO,STRO,1.0350,-2.36%,-0.0250,12.50%,19.89%,11.29%,-16.53%,-44.35%,-70.60%,-91.88%,-93.15%,"421,668","$87,741,268",Health Technology,Pharmaceuticals: Major
NASDAQ:NTRB,NTRB,7.2900,4.14%,0.2900,-4.08%,2.97%,-18.73%,34.50%,51.56%,25.47%,17.31%,3.72%,"44,814","$87,734,293",Health Technology,Medical Specialties
OTC:KOOYF,KOOYF,1.0280,-1.25%,-0.0130,-17.76%,-23.28%,1.78%,50.51%,58.15%,-6.55%,-67.88%,-91.18%,"200,516","$87,642,408",Non-Energy Minerals,Precious Metals
NYSE:CHMI/PA,CHMI/PA,21.9246,-0.31%,-0.0680,-0.88%,-5.07%,6.53%,3.17%,-5.17%,-8.69%,-6.18%,-11.34%,360,"$87,589,580",Finance,Real Estate Investment Trusts
NYSE:CHMI/PB,CHMI/PB,23.8800,-0.21%,-0.0500,-0.46%,-1.85%,-0.87%,0.80%,-0.95%,-3.90%,15.59%,-2.93%,566,"$87,589,580",Finance,Real Estate Investment Trusts
NASDAQ:ORIQ,ORIQ,10.1100,0.00%,0.0000,0.20%,0.20%,1.10%,1.10%,1.10%,1.10%,1.10%,1.10%,"4,205","$87,198,750",Finance,Financial Conglomerates
OTC:FSRL,FSRL,10.7000,2.39%,0.2500,4.39%,9.18%,9.97%,13.95%,12.51%,8.52%,71.20%,-8.94%,"10,034","$86,991,001",Finance,Regional Banks
OTC:ZPHRF,ZPHRF,0.0414,-6.02%,-0.0026,-6.02%,-3.50%,3.50%,-8.00%,-4.83%,-24.73%,360.00%,-78.21%,"2,846","$86,969,763",Energy Minerals,Oil & Gas Production
NASDAQ:XFOR,XFOR,3.8700,25.24%,0.7800,30.30%,11.85%,113.81%,-27.24%,-82.45%,-74.25%,-97.99%,-99.18%,"16,409,377","$86,878,142",Health Technology,Biotechnology
OTC:AMBK,AMBK,15.5501,-0.64%,-0.0999,,-2.20%,0.32%,6.07%,-5.76%,4.22%,30.78%,112.05%,100,"$86,849,501",Finance,Regional Banks
OTC:AGXPF,AGXPF,0.3827,0.71%,0.0027,-21.09%,-1.87%,49.32%,219.32%,176.52%,54.63%,-32.30%,-96.86%,"186,781","$86,844,135",Non-Energy Minerals,Other Metals/Minerals
OTC:ARRRF,ARRRF,0.4100,5.40%,0.0210,-5.03%,12.33%,41.38%,46.22%,85.77%,29.34%,22.39%,1.99%,"5,000","$86,269,295",Non-Energy Minerals,Other Metals/Minerals
OTC:QTEYF,QTEYF,0.2010,-21.18%,-0.0540,-26.70%,-20.24%,-6.82%,14.07%,25.16%,17.78%,118.48%,-72.17%,"40,000","$86,131,714",Energy Minerals,Oil & Gas Production
NASDAQ:CBAT,CBAT,0.9700,1.24%,0.0119,-7.62%,8.99%,-6.73%,34.82%,1.85%,-9.35%,-68.30%,-22.40%,"86,888","$85,986,462",Producer Manufacturing,Electrical Products
OTC:MEHCQ,MEHCQ,3.3800,-0.59%,-0.0200,6.96%,-11.52%,-28.39%,148.53%,3.05%,-28.69%,-99.91%,-99.91%,"60,052","$85,957,607",Health Technology,Biotechnology
OTC:NCFFF,NCFFF,0.1369,-2.23%,-0.0031,5.29%,18.00%,94.99%,447.52%,436.78%,215.03%,314.56%,-72.95%,"1,923","$85,874,679",Non-Energy Minerals,Precious Metals
OTC:UNIB,UNIB,16.5000,1.73%,0.2800,1.54%,3.12%,3.77%,4.00%,0.00%,3.19%,53.49%,10.00%,100,"$85,814,833",Finance,Regional Banks
NASDAQ:RFIL,RFIL,8.0281,1.75%,0.1381,-1.13%,-15.49%,-5.44%,110.16%,110.71%,93.92%,73.39%,1184.50%,"66,079","$85,639,330",Electronic Technology,Electronic Components
NASDAQ:PMVP,PMVP,1.6150,2.22%,0.0350,16.19%,9.86%,12.15%,52.36%,5.56%,-0.92%,-95.43%,-95.39%,"1,130,795","$85,580,247",Health Technology,Biotechnology
NASDAQ:MIND,MIND,10.6900,-6.15%,-0.7000,14.09%,21.62%,34.63%,64.97%,35.15%,199.44%,-53.72%,-64.37%,"201,591","$85,193,112",Industrial Services,Oilfield Services/Equipment
OTC:CYBHF,CYBHF,3.5000,-12.50%,-0.5000,-28.50%,-26.00%,-3.58%,475.00%,1191.04%,0.00%,92.31%,92.31%,"73,678","$85,152,337",Technology Services,Packaged Software
OTC:TSMCF,TSMCF,0.1415,-16.76%,-0.0285,-17.68%,-14.16%,57.22%,183.00%,66.47%,57.22%,8.26%,8.26%,"76,640","$85,147,380",Producer Manufacturing,Trucks/Construction/Farm Machinery
NASDAQ:EQ,EQ,1.4300,7.52%,0.1000,18.18%,1.42%,257.50%,223.53%,93.50%,37.50%,-75.34%,-90.03%,"114,224","$85,089,612",Health Technology,Biotechnology
NYSE:TGE,TGE,1.7500,2.34%,0.0400,19.86%,-34.46%,-71.31%,-83.01%,-82.38%,-82.34%,-82.32%,-82.32%,"6,440","$84,806,871",Finance,Financial Conglomerates
NASDAQ:IROQ,IROQ,25.3000,-0.04%,-0.0100,-0.98%,-2.57%,2.14%,6.08%,10.77%,22.19%,53.15%,117.17%,"1,688","$84,793,599",Finance,Savings Banks
NYSE:CATO,CATO,4.2874,-0.52%,-0.0226,10.79%,-2.78%,35.25%,75.71%,9.93%,-22.47%,-39.10%,-18.77%,"3,616","$84,574,654",Retail Trade,Apparel/Footwear Retail
OTC:ICABF,ICABF,0.0007,-30.00%,-0.0003,-30.00%,-30.00%,0.00%,0.00%,0.00%,0.00%,-65.00%,-99.70%,157,"$84,430,849",Consumer Services,Broadcasting
OTC:TRVR,TRVR,36.5000,0.00%,0.0000,0.03%,1.39%,1.39%,1.39%,-2.67%,21.67%,45.36%,62.22%,280,"$84,422,932",Finance,Regional Banks
NASDAQ:ALTO,ALTO,1.0900,0.93%,0.0100,-3.54%,-0.91%,-6.03%,22.49%,-31.88%,-36.26%,-83.97%,-99.06%,"30,672","$84,363,497",Process Industries,Chemicals: Specialty
NASDAQ:RPTX,RPTX,1.9500,1.04%,0.0200,6.56%,14.04%,25.00%,46.62%,47.73%,-43.31%,-92.91%,-93.92%,"127,469","$83,770,381",Health Technology,Pharmaceuticals: Major
OTC:PSRHF,PSRHF,0.6815,0.22%,0.0015,21.28%,106.51%,88.51%,77.45%,39.11%,66.21%,345.41%,345.41%,"149,968","$83,627,950",Energy Minerals,Integrated Oil
OTC:FPOCF,FPOCF,0.2655,-9.50%,-0.0279,-31.91%,-3.96%,44.32%,47.11%,60.16%,30.23%,-41.17%,-61.25%,"24,134","$83,594,680",Non-Energy Minerals,Other Metals/Minerals
NASDAQ:CBUS,CBUS,1.5406,-2.49%,-0.0394,-4.90%,14.97%,-9.38%,-20.59%,-45.56%,-57.56%,-99.20%,-99.68%,"77,234","$83,582,020",Technology Services,Information Technology Services
OTC:FABP,FABP,40.0000,-2.44%,-1.0000,0.00%,4.23%,1.27%,8.11%,9.59%,20.66%,11.11%,848.15%,200,"$83,411,360",Finance,Regional Banks
NASDAQ:ASPC,ASPC,10.3500,0.00%,0.0000,-0.10%,0.19%,0.88%,2.37%,4.02%,37.27%,5.08%,5.08%,281,"$83,369,250",Finance,Financial Conglomerates
OTC:TWMIF,TWMIF,3.8600,-3.26%,-0.1300,-2.28%,-9.81%,19.80%,-2.03%,78.21%,-17.52%,-64.96%,-83.29%,"3,773","$83,361,463",Distribution Services,Wholesale Distributors
NASDAQ:CPHC,CPHC,16.3750,5.31%,0.8250,-1.36%,0.59%,-9.33%,-6.96%,-23.01%,-12.99%,34.22%,555.00%,"2,214","$83,283,705",Consumer Services,Movies/Entertainment
NASDAQ:LASE,LASE,3.9400,5.07%,0.1900,1.29%,-6.41%,28.76%,29.18%,-32.65%,-33.78%,-21.20%,-21.20%,"215,394","$83,178,534",Electronic Technology,Electronic Equipment/Instruments
NASDAQ:CLNN,CLNN,8.2600,1.41%,0.1150,1.35%,33.01%,123.24%,162.22%,57.03%,52.96%,-96.19%,-95.73%,"32,155","$83,177,957",Health Technology,Pharmaceuticals: Major
NASDAQ:WIMI,WIMI,4.0200,1.77%,0.0700,2.03%,-19.11%,-6.51%,-29.23%,-78.95%,-54.83%,-93.03%,-93.30%,"90,865","$83,091,830",Technology Services,Packaged Software
NASDAQ:ZTEK,ZTEK,0.7930,-1.50%,-0.0121,1.67%,-15.64%,-13.62%,-34.46%,-15.64%,-6.28%,-12.38%,145.51%,"30,264","$83,035,395",Non-Energy Minerals,Other Metals/Minerals
OTC:HEGLF,HEGLF,0.0271,746.87%,0.0239,746.87%,45.39%,-51.69%,706.55%,545.24%,6675.00%,4.23%,-66.12%,"9,000","$83,032,160",Non-Energy Minerals,Precious Metals
OTC:NMBF,NMBF,15.9100,1.02%,0.1600,,1.02%,2.65%,13.64%,13.24%,22.38%,249.67%,165.17%,700,"$83,003,336",Finance,Regional Banks
OTC:SGQRF,SGQRF,0.2797,-31.04%,-0.1259,,-31.04%,-31.04%,-15.45%,-15.68%,-6.77%,25327.27%,-96.27%,400,"$82,986,993",Energy Minerals,Coal
AMEX:MHH,MHH,7.0400,1.29%,0.0900,1.73%,-10.32%,-14.15%,-8.33%,-52.75%,-28.24%,-64.84%,95.56%,"7,648","$82,960,642",Commercial Services,Personnel Services
NASDAQ:SHIM,SHIM,2.3482,0.57%,0.0132,-0.92%,-18.75%,13.99%,42.32%,-13.03%,20.42%,-66.45%,-66.45%,"5,942","$82,927,863",Industrial Services,Engineering & Construction
OTC:FMBN,FMBN,27.0000,3.85%,1.0000,3.85%,3.85%,3.85%,3.85%,14.89%,7.10%,32.35%,-61.43%,931,"$82,922,782",Finance,Regional Banks
OTC:WOSSF,WOSSF,0.1216,-17.59%,-0.0259,-17.59%,-17.59%,-5.74%,-1.38%,-0.49%,10.30%,1.29%,51.94%,"1,000","$82,721,182",Consumer Services,Other Consumer Services
NASDAQ:THCH,THCH,2.4900,4.18%,0.1000,-0.40%,-7.43%,-15.31%,-7.09%,-27.38%,-25.67%,-94.90%,-94.90%,354,"$82,651,047",Finance,Financial Conglomerates
